img_path,covid
Normal-4776.png,0
Normal-34.png,0
Normal-2210.png,0
Normal-4385.png,0
Normal-6419.png,0
Normal-4541.png,0
Normal-3349.png,0
Normal-3586.png,0
Normal-1540.png,0
Normal-7506.png,0
Normal-6120.png,0
Normal-722.png,0
Normal-4627.png,0
Normal-7019.png,0
Normal-1874.png,0
Normal-1907.png,0
Normal-7085.png,0
Normal-5588.png,0
Normal-159.png,0
Normal-9976.png,0
Normal-265.png,0
Normal-4842.png,0
Normal-5786.png,0
Normal-1146.png,0
Normal-6863.png,0
Normal-4308.png,0
Normal-7866.png,0
Normal-5072.png,0
Normal-4028.png,0
Normal-7111.png,0
Normal-197.png,0
Normal-4644.png,0
Normal-3483.png,0
Normal-2163.png,0
Normal-2415.png,0
Normal-3823.png,0
Normal-12.png,0
Normal-3608.png,0
Normal-3588.png,0
Normal-9029.png,0
Normal-7514.png,0
Normal-2312.png,0
Normal-8287.png,0
Normal-7776.png,0
Normal-1675.png,0
Normal-6415.png,0
Normal-9268.png,0
Normal-8517.png,0
Normal-8772.png,0
Normal-3807.png,0
Normal-1822.png,0
Normal-9767.png,0
Normal-3104.png,0
Normal-2465.png,0
Normal-9889.png,0
Normal-1843.png,0
Normal-3491.png,0
Normal-3286.png,0
Normal-6318.png,0
Normal-2440.png,0
Normal-7123.png,0
Normal-2886.png,0
Normal-8983.png,0
Normal-5823.png,0
Normal-5181.png,0
Normal-3261.png,0
Normal-8179.png,0
Normal-3471.png,0
Normal-2667.png,0
Normal-6424.png,0
Normal-3691.png,0
Normal-484.png,0
Normal-3851.png,0
Normal-10145.png,0
Normal-210.png,0
Normal-1723.png,0
Normal-579.png,0
Normal-1919.png,0
Normal-3615.png,0
Normal-1240.png,0
Normal-111.png,0
Normal-8693.png,0
Normal-4404.png,0
Normal-8837.png,0
Normal-329.png,0
Normal-3510.png,0
Normal-1472.png,0
Normal-8965.png,0
Normal-6271.png,0
Normal-1298.png,0
Normal-8781.png,0
Normal-2191.png,0
Normal-3737.png,0
Normal-6596.png,0
Normal-7720.png,0
Normal-119.png,0
Normal-4104.png,0
Normal-6166.png,0
Normal-4816.png,0
Normal-1975.png,0
Normal-29.png,0
Normal-6767.png,0
Normal-1151.png,0
Normal-5466.png,0
Normal-964.png,0
Normal-9520.png,0
Normal-4798.png,0
Normal-5419.png,0
Normal-2304.png,0
Normal-5204.png,0
Normal-8477.png,0
Normal-2921.png,0
Normal-7217.png,0
Normal-3549.png,0
Normal-3126.png,0
Normal-1326.png,0
Normal-3593.png,0
Normal-2779.png,0
Normal-4712.png,0
Normal-8985.png,0
Normal-1750.png,0
Normal-9165.png,0
Normal-495.png,0
Normal-7392.png,0
Normal-1409.png,0
Normal-5248.png,0
Normal-781.png,0
Normal-1428.png,0
Normal-5180.png,0
Normal-1744.png,0
Normal-4178.png,0
Normal-3353.png,0
Normal-9573.png,0
Normal-1033.png,0
Normal-7197.png,0
Normal-3611.png,0
Normal-3164.png,0
Normal-5747.png,0
Normal-3531.png,0
Normal-1476.png,0
Normal-8104.png,0
Normal-8120.png,0
Normal-8362.png,0
Normal-8539.png,0
Normal-4186.png,0
Normal-8516.png,0
Normal-8662.png,0
Normal-5762.png,0
Normal-1169.png,0
Normal-5599.png,0
Normal-7693.png,0
Normal-7033.png,0
Normal-5066.png,0
Normal-2319.png,0
Normal-9557.png,0
Normal-2806.png,0
Normal-4432.png,0
Normal-2451.png,0
Normal-3040.png,0
Normal-6076.png,0
Normal-4647.png,0
Normal-3049.png,0
Normal-2856.png,0
Normal-6897.png,0
Normal-2346.png,0
Normal-5943.png,0
Normal-9447.png,0
Normal-8776.png,0
Normal-8709.png,0
Normal-5454.png,0
Normal-1462.png,0
Normal-5875.png,0
Normal-8154.png,0
Normal-2520.png,0
Normal-3236.png,0
Normal-7364.png,0
Normal-2948.png,0
Normal-8488.png,0
Normal-9830.png,0
Normal-4848.png,0
Normal-5226.png,0
Normal-9827.png,0
Normal-10147.png,0
Normal-1976.png,0
Normal-1633.png,0
Normal-3087.png,0
Normal-8077.png,0
Normal-2998.png,0
Normal-9379.png,0
Normal-6647.png,0
Normal-6327.png,0
Normal-9345.png,0
Normal-9152.png,0
Normal-2143.png,0
Normal-7294.png,0
Normal-7656.png,0
Normal-5522.png,0
Normal-5348.png,0
Normal-2315.png,0
Normal-2598.png,0
Normal-5105.png,0
Normal-185.png,0
Normal-7319.png,0
Normal-4306.png,0
Normal-4192.png,0
Normal-384.png,0
Normal-7014.png,0
Normal-10072.png,0
Normal-3140.png,0
Normal-8498.png,0
Normal-4396.png,0
Normal-4340.png,0
Normal-9217.png,0
Normal-9790.png,0
Normal-6674.png,0
Normal-7746.png,0
Normal-2729.png,0
Normal-3284.png,0
Normal-8166.png,0
Normal-1866.png,0
Normal-3094.png,0
Normal-4607.png,0
Normal-504.png,0
Normal-6902.png,0
Normal-8381.png,0
Normal-960.png,0
Normal-1375.png,0
Normal-5131.png,0
Normal-3660.png,0
Normal-7724.png,0
Normal-3585.png,0
Normal-4843.png,0
Normal-4908.png,0
Normal-5230.png,0
Normal-6283.png,0
Normal-8619.png,0
Normal-5250.png,0
Normal-9197.png,0
Normal-584.png,0
Normal-2137.png,0
Normal-6944.png,0
Normal-4642.png,0
Normal-5781.png,0
Normal-1290.png,0
Normal-3029.png,0
Normal-8501.png,0
Normal-7242.png,0
Normal-6850.png,0
Normal-626.png,0
Normal-4008.png,0
Normal-6759.png,0
Normal-3399.png,0
Normal-5824.png,0
Normal-1510.png,0
Normal-8137.png,0
Normal-4422.png,0
Normal-3886.png,0
Normal-3867.png,0
Normal-8028.png,0
Normal-952.png,0
Normal-8461.png,0
Normal-31.png,0
Normal-5313.png,0
Normal-7360.png,0
Normal-2838.png,0
Normal-5791.png,0
Normal-1441.png,0
Normal-601.png,0
Normal-1196.png,0
Normal-1043.png,0
Normal-2907.png,0
Normal-6294.png,0
Normal-4581.png,0
Normal-390.png,0
Normal-2048.png,0
Normal-3066.png,0
Normal-6808.png,0
Normal-7314.png,0
Normal-4120.png,0
Normal-1916.png,0
Normal-10036.png,0
Normal-7186.png,0
Normal-4486.png,0
Normal-8097.png,0
Normal-9406.png,0
Normal-10062.png,0
Normal-2235.png,0
Normal-4844.png,0
Normal-1189.png,0
Normal-2481.png,0
Normal-4953.png,0
Normal-9207.png,0
Normal-403.png,0
Normal-6279.png,0
Normal-6637.png,0
Normal-6827.png,0
Normal-1801.png,0
Normal-6338.png,0
Normal-5152.png,0
Normal-6885.png,0
Normal-3708.png,0
Normal-7967.png,0
Normal-2633.png,0
Normal-5918.png,0
Normal-8860.png,0
Normal-8006.png,0
Normal-4587.png,0
Normal-2468.png,0
Normal-4406.png,0
Normal-3367.png,0
Normal-4251.png,0
Normal-5439.png,0
Normal-3667.png,0
Normal-724.png,0
Normal-2840.png,0
Normal-5210.png,0
Normal-10119.png,0
Normal-2610.png,0
Normal-1398.png,0
Normal-2103.png,0
Normal-4845.png,0
Normal-10130.png,0
Normal-1191.png,0
Normal-1784.png,0
Normal-888.png,0
Normal-9423.png,0
Normal-1099.png,0
Normal-1193.png,0
Normal-2133.png,0
Normal-7291.png,0
Normal-3876.png,0
Normal-9542.png,0
Normal-8018.png,0
Normal-2869.png,0
Normal-9226.png,0
Normal-4870.png,0
Normal-7968.png,0
Normal-3819.png,0
Normal-8266.png,0
Normal-4979.png,0
Normal-4527.png,0
Normal-3583.png,0
Normal-9300.png,0
Normal-985.png,0
Normal-1294.png,0
Normal-6585.png,0
Normal-8465.png,0
Normal-8454.png,0
Normal-9193.png,0
Normal-2302.png,0
Normal-2853.png,0
Normal-2672.png,0
Normal-4256.png,0
Normal-4366.png,0
Normal-8232.png,0
Normal-6169.png,0
Normal-3372.png,0
Normal-8735.png,0
Normal-1132.png,0
Normal-1442.png,0
Normal-4264.png,0
Normal-7800.png,0
Normal-6949.png,0
Normal-5434.png,0
Normal-7284.png,0
Normal-5815.png,0
Normal-157.png,0
Normal-5899.png,0
Normal-3897.png,0
Normal-202.png,0
Normal-7369.png,0
Normal-2628.png,0
Normal-8818.png,0
Normal-9366.png,0
Normal-7925.png,0
Normal-9599.png,0
Normal-3265.png,0
Normal-1587.png,0
Normal-1767.png,0
Normal-9330.png,0
Normal-6792.png,0
Normal-2694.png,0
Normal-6248.png,0
Normal-3450.png,0
Normal-8049.png,0
Normal-1417.png,0
Normal-3672.png,0
Normal-7683.png,0
Normal-7136.png,0
Normal-7056.png,0
Normal-1440.png,0
Normal-956.png,0
Normal-6769.png,0
Normal-3359.png,0
Normal-4030.png,0
Normal-1180.png,0
Normal-9928.png,0
Normal-6996.png,0
Normal-8441.png,0
Normal-712.png,0
Normal-4350.png,0
Normal-9309.png,0
Normal-9364.png,0
Normal-7175.png,0
Normal-9535.png,0
Normal-6339.png,0
Normal-5986.png,0
Normal-4468.png,0
Normal-8597.png,0
Normal-1164.png,0
Normal-4216.png,0
Normal-2923.png,0
Normal-3984.png,0
Normal-1054.png,0
Normal-10135.png,0
Normal-5755.png,0
Normal-7444.png,0
Normal-5832.png,0
Normal-1854.png,0
Normal-7766.png,0
Normal-2167.png,0
Normal-8329.png,0
Normal-5931.png,0
Normal-9181.png,0
Normal-1691.png,0
Normal-9720.png,0
Normal-6009.png,0
Normal-2607.png,0
Normal-2301.png,0
Normal-4317.png,0
Normal-4332.png,0
Normal-3838.png,0
Normal-8817.png,0
Normal-3601.png,0
Normal-6655.png,0
Normal-6059.png,0
Normal-6681.png,0
Normal-4079.png,0
Normal-6821.png,0
Normal-4066.png,0
Normal-826.png,0
Normal-8168.png,0
Normal-3182.png,0
Normal-5695.png,0
Normal-4053.png,0
Normal-1855.png,0
Normal-8866.png,0
Normal-3.png,0
Normal-7355.png,0
Normal-2347.png,0
Normal-6789.png,0
Normal-3883.png,0
Normal-8167.png,0
Normal-8939.png,0
Normal-7413.png,0
Normal-727.png,0
Normal-9437.png,0
Normal-3958.png,0
Normal-6287.png,0
Normal-243.png,0
Normal-1597.png,0
Normal-103.png,0
Normal-1443.png,0
Normal-118.png,0
Normal-9151.png,0
Normal-2662.png,0
Normal-954.png,0
Normal-8431.png,0
Normal-85.png,0
Normal-6117.png,0
Normal-572.png,0
Normal-8083.png,0
Normal-6162.png,0
Normal-9613.png,0
Normal-2962.png,0
Normal-2916.png,0
Normal-5685.png,0
Normal-5099.png,0
Normal-7281.png,0
Normal-9429.png,0
Normal-8753.png,0
Normal-8672.png,0
Normal-5835.png,0
Normal-7649.png,0
Normal-692.png,0
Normal-9369.png,0
Normal-28.png,0
Normal-759.png,0
Normal-1639.png,0
Normal-2142.png,0
Normal-3925.png,0
Normal-8463.png,0
Normal-6753.png,0
Normal-7711.png,0
Normal-4474.png,0
Normal-5776.png,0
Normal-3197.png,0
Normal-7815.png,0
Normal-5535.png,0
Normal-3228.png,0
Normal-6154.png,0
Normal-9816.png,0
Normal-9643.png,0
Normal-2432.png,0
Normal-9108.png,0
Normal-4934.png,0
Normal-8251.png,0
Normal-7067.png,0
Normal-864.png,0
Normal-5696.png,0
Normal-3420.png,0
Normal-5852.png,0
Normal-4170.png,0
Normal-1730.png,0
Normal-9134.png,0
Normal-2955.png,0
Normal-5911.png,0
Normal-2814.png,0
Normal-6476.png,0
Normal-8020.png,0
Normal-5084.png,0
Normal-1015.png,0
Normal-10001.png,0
Normal-646.png,0
Normal-1335.png,0
Normal-6916.png,0
Normal-9833.png,0
Normal-10067.png,0
Normal-9578.png,0
Normal-8864.png,0
Normal-9222.png,0
Normal-580.png,0
Normal-9403.png,0
Normal-4924.png,0
Normal-683.png,0
Normal-3567.png,0
Normal-6144.png,0
Normal-5065.png,0
Normal-4512.png,0
Normal-9122.png,0
Normal-9896.png,0
Normal-8486.png,0
Normal-143.png,0
Normal-1246.png,0
Normal-893.png,0
Normal-9405.png,0
Normal-5711.png,0
Normal-8502.png,0
Normal-5026.png,0
Normal-7486.png,0
Normal-2332.png,0
Normal-7178.png,0
Normal-9777.png,0
Normal-7088.png,0
Normal-5545.png,0
Normal-5529.png,0
Normal-8393.png,0
Normal-5202.png,0
Normal-8363.png,0
Normal-3425.png,0
Normal-4434.png,0
Normal-4692.png,0
Normal-2490.png,0
Normal-771.png,0
Normal-1396.png,0
Normal-10150.png,0
Normal-801.png,0
Normal-4809.png,0
Normal-4786.png,0
Normal-7717.png,0
Normal-2150.png,0
Normal-4328.png,0
Normal-8418.png,0
Normal-3025.png,0
Normal-2705.png,0
Normal-1055.png,0
Normal-6366.png,0
Normal-2095.png,0
Normal-7623.png,0
Normal-7416.png,0
Normal-3514.png,0
Normal-7008.png,0
Normal-456.png,0
Normal-5572.png,0
Normal-417.png,0
Normal-6745.png,0
Normal-7930.png,0
Normal-8563.png,0
Normal-9960.png,0
Normal-9021.png,0
Normal-6191.png,0
Normal-7409.png,0
Normal-4905.png,0
Normal-799.png,0
Normal-7109.png,0
Normal-2255.png,0
Normal-5417.png,0
Normal-1104.png,0
Normal-2054.png,0
Normal-8330.png,0
Normal-9385.png,0
Normal-7188.png,0
Normal-6804.png,0
Normal-3338.png,0
Normal-8887.png,0
Normal-1267.png,0
Normal-8548.png,0
Normal-6274.png,0
Normal-2152.png,0
Normal-4818.png,0
Normal-7251.png,0
Normal-7553.png,0
Normal-2466.png,0
Normal-4811.png,0
Normal-6601.png,0
Normal-5036.png,0
Normal-8248.png,0
Normal-8267.png,0
Normal-5280.png,0
Normal-1027.png,0
Normal-6288.png,0
Normal-8490.png,0
Normal-6648.png,0
Normal-9083.png,0
Normal-26.png,0
Normal-7744.png,0
Normal-5804.png,0
Normal-4723.png,0
Normal-5075.png,0
Normal-6680.png,0
Normal-6184.png,0
Normal-5790.png,0
Normal-940.png,0
Normal-8664.png,0
Normal-5906.png,0
Normal-9669.png,0
Normal-9304.png,0
Normal-2659.png,0
Normal-4690.png,0
Normal-5460.png,0
Normal-6703.png,0
Normal-5149.png,0
Normal-2215.png,0
Normal-3815.png,0
Normal-2138.png,0
Normal-5614.png,0
Normal-5565.png,0
Normal-5293.png,0
Normal-2974.png,0
Normal-2954.png,0
Normal-8850.png,0
Normal-8449.png,0
Normal-4912.png,0
Normal-8155.png,0
Normal-9035.png,0
Normal-8713.png,0
Normal-2578.png,0
Normal-71.png,0
Normal-2543.png,0
Normal-8407.png,0
Normal-1676.png,0
Normal-3293.png,0
Normal-1303.png,0
Normal-8907.png,0
Normal-5401.png,0
Normal-2081.png,0
Normal-7843.png,0
Normal-7651.png,0
Normal-1198.png,0
Normal-5137.png,0
Normal-869.png,0
Normal-3598.png,0
Normal-3130.png,0
Normal-1732.png,0
Normal-7753.png,0
Normal-10125.png,0
Normal-9645.png,0
Normal-8607.png,0
Normal-4082.png,0
Normal-3600.png,0
Normal-4605.png,0
Normal-5387.png,0
Normal-3235.png,0
Normal-420.png,0
Normal-8579.png,0
Normal-9908.png,0
Normal-342.png,0
Normal-4481.png,0
Normal-7465.png,0
Normal-2363.png,0
Normal-4380.png,0
Normal-3824.png,0
Normal-526.png,0
Normal-10069.png,0
Normal-3201.png,0
Normal-9094.png,0
Normal-563.png,0
Normal-1338.png,0
Normal-247.png,0
Normal-3424.png,0
Normal-2655.png,0
Normal-5645.png,0
Normal-8091.png,0
Normal-10026.png,0
Normal-4421.png,0
Normal-800.png,0
Normal-9636.png,0
Normal-4475.png,0
Normal-7337.png,0
Normal-2996.png,0
Normal-4538.png,0
Normal-6063.png,0
Normal-5570.png,0
Normal-8536.png,0
Normal-5303.png,0
Normal-3673.png,0
Normal-7900.png,0
Normal-322.png,0
Normal-1834.png,0
Normal-1444.png,0
Normal-5833.png,0
Normal-3403.png,0
Normal-1850.png,0
Normal-9804.png,0
Normal-3661.png,0
Normal-9540.png,0
Normal-4112.png,0
Normal-10022.png,0
Normal-4681.png,0
Normal-6172.png,0
Normal-2889.png,0
Normal-6646.png,0
Normal-2076.png,0
Normal-1503.png,0
Normal-746.png,0
Normal-2328.png,0
Normal-7147.png,0
Normal-675.png,0
Normal-7519.png,0
Normal-2946.png,0
Normal-2730.png,0
Normal-8070.png,0
Normal-8384.png,0
Normal-3059.png,0
Normal-3065.png,0
Normal-2208.png,0
Normal-990.png,0
Normal-3354.png,0
Normal-2209.png,0
Normal-3330.png,0
Normal-3945.png,0
Normal-7947.png,0
Normal-10107.png,0
Normal-8967.png,0
Normal-7732.png,0
Normal-2789.png,0
Normal-2787.png,0
Normal-2052.png,0
Normal-8205.png,0
